User_0run_0truth,0
User_0run_1lie,1
User_0run_2lie,1
User_0run_3lie,1
User_0run_4lie,1
User_0run_5truth,0
User_10run_0truth,0
User_10run_1truth,0
User_10run_2truth,0
User_10run_3truth,0
User_10run_4lie,1
User_10run_5lie,1
User_10run_6truth,0
User_10run_7lie,1
User_10run_8lie,1
User_11run_0lie,1
User_11run_1lie,1
User_11run_2lie,1
User_11run_3lie,1
User_11run_4lie,1
User_11run_5truth,0
User_11run_6truth,0
User_11run_7truth,0
User_11run_8truth,0
User_11run_9truth,0
User_1run_0truth,0
User_1run_1lie,1
User_1run_2truth,0
User_1run_3truth,0
User_1run_4lie,1
User_1run_5truth,0
User_2run_0truth,0
User_2run_1lie,1
User_2run_2lie,1
User_3run_0lie,1
User_3run_1lie,1
User_3run_2truth,0
User_3run_3truth,0
User_3run_4lie,1
User_3run_5truth,0
User_3run_6lie,1
User_3run_7truth,0
User_4run_0truth,0
User_4run_1truth,0
User_4run_2truth,0
User_4run_3lie,1
User_4run_4truth,0
User_4run_5lie,1
User_4run_6lie,1
User_4run_7truth,0
User_4run_8lie,1
User_4run_9lie,1
User_5run_0lie,1
User_5run_1truth,0
User_5run_2truth,0
User_5run_3truth,0
User_5run_4lie,1
User_5run_5lie,1
User_5run_6truth,0
User_5run_7truth,0
User_5run_8lie,1
User_5run_9lie,1
User_6run_0truth,0
User_6run_10lie,1
User_6run_1truth,0
User_6run_2truth,0
User_6run_3lie,1
User_6run_4truth,0
User_6run_5lie,1
User_6run_6truth,0
User_6run_7lie,1
User_6run_8truth,0
User_6run_9truth,0
User_7run_0truth,0
User_7run_1lie,1
User_7run_2truth,0
User_7run_3lie,1
User_7run_4lie,1
User_7run_5truth,0
User_7run_6lie,1
User_7run_7truth,0
User_7run_8lie,1
User_7run_9truth,0
User_8run_0truth,0
User_8run_1truth,0
User_8run_2truth,0
User_8run_3lie,1
User_8run_4lie,1
User_8run_5truth,0
User_8run_6truth,0
User_8run_7lie,1
User_8run_8truth,0
User_8run_9truth,0
User_9run_0truth,0
User_9run_1lie,1
User_9run_2lie,1
User_9run_3truth,0
User_9run_4lie,1
User_9run_5truth,0
User_9run_6lie,1
User_9run_7truth,0
